,Starting_names,Reaching_names,Names,Bus_fare,Ratings,Seats,Bus_types,Starting_time,Duration,Ending_time,Starting_point,Ratings_range,Bus_fare_range,Bus_category,AC_Type,Seat_Type,Starting_time_interval,Ending_time_interval,Route
93,Hyderabad,Kurnool,Jagan Travels,897.0,3.6,10 Seats available,Mercedes Benz Multi-Axle A/C Sleeper (2+1),17:20,05h 40m,23:00,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,17:00 - 18:00,23:00 - 00:00,Hyderabad to Kurnool
94,Hyderabad,Kurnool,Yolo Bus,819.0,3.6,16 Seats available,Bharat Benz A/C Sleeper (2+1),17:30,06h 11m,23:41,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,17:00 - 18:00,23:00 - 00:00,Hyderabad to Kurnool
95,Hyderabad,Kurnool,Sri Krishna Travels,1000.0,3.6,21 Seats available,A/C Sleeper (2+1),17:45,06h 14m,23:59,Shivarampalli,3 to 4,others,AC Sleeper,A/C,Sleeper,17:00 - 18:00,23:00 - 00:00,Hyderabad to Kurnool
96,Hyderabad,Kurnool,Sri Krishna Travels,700.0,4.6,16 Seats available,Non A/C Seater / Sleeper (2+1),17:45,06h 45m,00:30,Miyapur,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,17:00 - 18:00,00:00 - 01:00,Hyderabad to Kurnool
97,Hyderabad,Kurnool,JBT TRAVELS,1699.0,4.6,32 Seats available,A/C Sleeper (2+1),18:15,04h 30m,22:45,Balanagar,4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,18:00 - 19:00,22:00 - 23:00,Hyderabad to Kurnool
98,Hyderabad,Kurnool,Jabbar Travels,585.0,4.6,14 Seats available,NON AC Seater / Sleeper 2+1,18:20,06h 40m,01:00,Miyapur,4 to 5,below 1000,Other,Non A/C,Sleeper,18:00 - 19:00,01:00 - 02:00,Hyderabad to Kurnool
99,Hyderabad,Kurnool,VSR Tours and Travels,809.0,4.9,14 Seats available,A/C Sleeper (2+1),18:20,07h 10m,01:30,Nizampet,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,18:00 - 19:00,01:00 - 02:00,Hyderabad to Kurnool
100,Hyderabad,Kurnool,Jabbar Travels,850.0,4.9,18 Seats available,Bharat Benz A/C Sleeper (2+1),18:20,06h 40m,01:00,BHEL (Pickup Van/Bus),4 to 5,below 1000,AC Sleeper,A/C,Sleeper,18:00 - 19:00,01:00 - 02:00,Hyderabad to Kurnool
101,Hyderabad,Kurnool,BSR Tours And Travels,1250.0,4.4,11 Seats available,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,04h 45m,23:15,Chanda Nagar,4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,18:00 - 19:00,23:00 - 00:00,Hyderabad to Kurnool
102,Hyderabad,Kurnool,BSR Tours And Travels,2280.0,4.4,30 Seats available,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,04h 30m,23:00,Chanda Nagar,4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,18:00 - 19:00,23:00 - 00:00,Hyderabad to Kurnool
103,Hyderabad,Kurnool,Om Sri Vinayaka Travels,900.0,4.2,9 Seats available,Non A/C Seater / Sleeper (2+1),18:45,05h 15m,00:00,Madinaguda,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,18:00 - 19:00,00:00 - 01:00,Hyderabad to Kurnool
104,Hyderabad,Kurnool,Om Sri Vinayaka Travels,999.0,4.1,22 Seats available,A/C Seater / Sleeper (2+1),18:45,05h 15m,00:00,Lakdikapul,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,18:00 - 19:00,00:00 - 01:00,Hyderabad to Kurnool
105,Hyderabad,Kurnool,Sri Vaari Travels,1700.0,3.8,11 Seats available,A/C Sleeper (2+1),19:00,05h 30m,00:30,Lakdikapul,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,19:00 - 20:00,00:00 - 01:00,Hyderabad to Kurnool
106,Hyderabad,Kurnool,Moksha Travels,900.0,4.3,14 Seats available,A/C Sleeper (2+1),19:05,05h 55m,01:00,Gachibowli,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,19:00 - 20:00,01:00 - 02:00,Hyderabad to Kurnool
107,Hyderabad,Kurnool,National travels,1799.0,4.3,21 Seats available,Bharat Benz A/C Sleeper (2+1),19:05,07h 40m,02:45,LB Nagar (Pickup Van/Bus),4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,19:00 - 20:00,02:00 - 03:00,Hyderabad to Kurnool
108,Hyderabad,Kurnool,PRAMUKH TRAVELS,1139.0,3.8,16 Seats available,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,04h 00m,23:15,LB Nagar,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,19:00 - 20:00,23:00 - 00:00,Hyderabad to Kurnool
109,Hyderabad,Kurnool,Delta Transports Pvt Ltd,1700.0,4.0,17 Seats available,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,03h 15m,22:30,LB Nagar,4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,19:00 - 20:00,22:00 - 23:00,Hyderabad to Kurnool
110,Hyderabad,Kurnool,November Travels,840.0,4.4,25 Seats available,Bharat Benz A/C Sleeper (2+1),19:20,05h 55m,01:15,Patancheru,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,19:00 - 20:00,01:00 - 02:00,Hyderabad to Kurnool
111,Hyderabad,Kurnool,National travels,1287.0,3.6,10 Seats available,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:30,04h 00m,23:30,LB Nagar,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,19:00 - 20:00,23:00 - 00:00,Hyderabad to Kurnool
112,Hyderabad,Kurnool,Vikram Travels,899.0,3.9,22 Seats available,A/C Sleeper (2+1),19:40,04h 50m,00:30,LB Nagar,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,19:00 - 20:00,00:00 - 01:00,Hyderabad to Kurnool
113,Hyderabad,Kurnool,Sandeep Travels,899.0,3.8,18 Seats available,Non A/C Seater / Sleeper (2+1),19:45,05h 20m,01:05,LB Nagar,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,19:00 - 20:00,01:00 - 02:00,Hyderabad to Kurnool
114,Hyderabad,Kurnool,Srivastav Travels,809.0,4.2,12 Seats available,A/C Sleeper (2+1),20:00,05h 15m,01:15,Lakdikapul,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
115,Hyderabad,Kurnool,Mahi Trans Solutions,2374.0,3.8,30 Seats available,A/C Sleeper (2+1),20:00,05h 10m,01:10,Mehdipatnam,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
116,Hyderabad,Kurnool,Jagan Travels,928.0,4.9,30 Seats available,A/C Sleeper (2+1),20:00,05h 00m,01:00,Miyapur,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
117,Hyderabad,Kurnool,Go Tour Travels and Holidays,899.0,4.3,23 Seats available,A/C Sleeper (2+1),20:00,05h 45m,01:45,Patancheru,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
118,Hyderabad,Kurnool,Jagan Travels,765.0,3.6,25 Seats available,Scania AC Multi Axle Sleeper (2+1),20:00,03h 55m,23:55,Lakdikapul,3 to 4,below 1000,Other,A/C,Sleeper,20:00 - 21:00,23:00 - 00:00,Hyderabad to Kurnool
119,Hyderabad,Kurnool,BSR Tours And Travels,1080.0,4.1,24 Seats available,Scania AC Multi Axle Sleeper (2+1),20:00,05h 00m,01:00,Shivarampalli,4 to 5,1000 to 3000,Other,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
120,Hyderabad,Kurnool,Zingbus Plus,809.0,4.1,11 Seats available,A/C Sleeper (2+1),20:05,05h 00m,01:05,Paradise,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
121,Hyderabad,Kurnool,JBT TRAVELS,699.0,3.8,14 Seats available,Non A/C Seater / Sleeper (2+1),20:06,05h 39m,01:45,Vanasthalipuram,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
122,Hyderabad,Kurnool,Ramana Tours And Travels,850.0,4.1,38 Seats available,A/C Sleeper (2+1),20:15,05h 01m,01:16,secunderabad,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
123,Hyderabad,Kurnool,Ramana Tours And Travels,850.0,4.0,16 Seats available,A/C Sleeper (2+1),20:15,05h 01m,01:16,Lakdikapul,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
124,Hyderabad,Kurnool,National travels,810.0,4.0,17 Seats available,Scania AC Multi Axle Sleeper (2+1),20:15,06h 30m,02:45,Gachibowli ORR,4 to 5,below 1000,Other,A/C,Sleeper,20:00 - 21:00,02:00 - 03:00,Hyderabad to Kurnool
125,Hyderabad,Kurnool,Ramana Tours And Travels,960.0,4.5,19 Seats available,A/C Sleeper (2+1),20:15,05h 01m,01:16,Vanasthalipuram,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
126,Hyderabad,Kurnool,Vikram Travels,899.0,3.9,19 Seats available,A/C Sleeper (2+1),20:20,05h 05m,01:25,LB Nagar,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
127,Hyderabad,Kurnool,Vikram Travels,899.0,3.4,23 Seats available,A/C Sleeper (2+1),20:20,04h 40m,01:00,Hayat nagar,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
128,Hyderabad,Kurnool,Intercity travels,999.0,4.2,10 Seats available,A/C Sleeper (2+1),20:30,04h 00m,00:30,Rajendranagar,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,00:00 - 01:00,Hyderabad to Kurnool
129,Hyderabad,Kurnool,Mahi Trans Solutions,2184.0,3.6,29 Seats available,A/C Sleeper (2+1),20:30,04h 45m,01:15,Vanasthalipuram,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
130,Hyderabad,Kurnool,Yes Express Tours and Travels,890.0,4.3,30 Seats available,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:45,04h 45m,01:30,Vanasthalipuram,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
131,Hyderabad,Kurnool,Go Tour Travels and Holidays,989.0,4.9,45 Seats available,A/C Sleeper (2+1),20:45,03h 45m,00:30,Vanasthalipuram,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,00:00 - 01:00,Hyderabad to Kurnool
132,Hyderabad,Kurnool,Yolo Bus,557.0,4.8,24 Seats available,Bharat Benz A/C Seater /Sleeper (2+1),20:46,03h 57m,00:43,Vanasthalipuram,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,00:00 - 01:00,Hyderabad to Kurnool
133,Hyderabad,Kurnool,Zingbus Plus,1089.0,3.6,21 Seats available,A/C Sleeper (2+1),20:50,04h 15m,01:05,Rampally X-Road,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,20:00 - 21:00,01:00 - 02:00,Hyderabad to Kurnool
134,Hyderabad,Kurnool,BSR Tours And Travels,880.0,4.1,26 Seats available,A/C Sleeper (2+1),21:00,05h 15m,02:15,Vanasthalipuram,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
135,Hyderabad,Kurnool,KSM Roadways,1899.0,3.5,16 Seats available,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00,04h 30m,01:30,Shamshabad,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,01:00 - 02:00,Hyderabad to Kurnool
136,Hyderabad,Kurnool,Yolo Bus,899.0,3.5,36 Seats available,Bharat Benz A/C Seater /Sleeper (2+1),21:00,05h 54m,02:54,Vanasthalipuram,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
137,Hyderabad,Kurnool,VRCR(AMKGN) Travels,1000.0,3.8,22 Seats available,NON A/C Sleeper (2+1),21:00,03h 30m,00:30,Vanasthalipuram,3 to 4,others,AC Sleeper,Non A/C,Sleeper,21:00 - 22:00,00:00 - 01:00,Hyderabad to Kurnool
138,Hyderabad,Kurnool,Kaveri Travels,700.0,4.3,17 Seats available,A/C Sleeper (2+1),21:00,03h 45m,00:45,Nagole,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,00:00 - 01:00,Hyderabad to Kurnool
139,Hyderabad,Kurnool,SEVEN HILLS TRAVELS,1000.0,4.3,44 Seats available,A/C Sleeper (2+1),21:00,05h 35m,02:35,Beeramguda,4 to 5,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
140,Hyderabad,Kurnool,Al madeena Travels,600.0,4.7,22 Seats available,Non A/C Seater / Sleeper (2+1),21:05,06h 40m,03:45,Nagole,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
141,Hyderabad,Kurnool,TVK TRAVELS,1329.0,4.0,36 Seats available,Bharat Benz A/C Sleeper (2+1),21:05,05h 25m,02:30,LB Nagar,4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
142,Hyderabad,Kurnool,November Travels,600.0,4.1,28 Seats available,A/C Seater / Sleeper (2+1),21:10,05h 20m,02:30,Beeramguda,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
143,Hyderabad,Kurnool,DK SAVARKAR TRAVELS,935.0,4.1,24 Seats available,A/C Seater / Sleeper (2+1),21:10,05h 20m,02:30,Vanasthalipuram,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
144,Hyderabad,Kurnool,SRI AVANI,496.0,3.6,30 Seats available,Non A/C Seater / Sleeper (2+1),21:10,06h 20m,03:30,Vanasthalipuram,3 to 4,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
145,Hyderabad,Kurnool,AR & BCVR Travels,500.0,3.6,27 Seats available,Non A/C Seater / Sleeper (2+1),21:15,05h 45m,03:00,Vanasthalipuram,3 to 4,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
146,Hyderabad,Kurnool,AR & BCVR Travels,700.0,4.5,21 Seats available,NON A/C Sleeper (2+1),21:15,06h 15m,03:30,Vanasthalipuram,4 to 5,below 1000,AC Sleeper,Non A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
147,Hyderabad,Kurnool,Yolo Bus,739.0,4.6,31 Seats available,Scania AC Multi Axle Sleeper (2+1),21:15,06h 15m,03:30,Vanasthalipuram,4 to 5,below 1000,Other,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
148,Hyderabad,Kurnool,Maheswari Travels,450.0,4.9,24 Seats available,Non A/C Seater / Sleeper (2+1),21:20,05h 10m,02:30,Masab Tank,4 to 5,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
149,Hyderabad,Kurnool,Mythri Tours And Travels,729.0,4.6,22 Seats available,A/C Sleeper (2+1),21:20,03h 40m,01:00,Gachibowli,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,01:00 - 02:00,Hyderabad to Kurnool
150,Hyderabad,Kurnool,Maheswari Travels,3000.0,3.4,28 Seats available,A/C Sleeper (2+1),21:20,05h 10m,02:30,Vanasthalipuram,3 to 4,3000 Above,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
151,Hyderabad,Kurnool,Maheswari Travels,450.0,4.1,21 Seats available,Non A/C Seater / Sleeper (2+1),21:20,05h 10m,02:30,Vanasthalipuram,4 to 5,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
152,Hyderabad,Kurnool,INDHU BUS,399.0,4.2,22 Seats available,Non A/C Seater / Sleeper (2+1),21:20,05h 39m,02:59,Kukatpally,4 to 5,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
153,Hyderabad,Kurnool,IVR Tours and Travels,690.0,3.4,35 Seats available,Non A/C Seater / Sleeper (2+1),21:20,05h 25m,02:45,Lakdikapul,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
154,Hyderabad,Kurnool,INDHU BUS,399.0,3.6,24 Seats available,Non A/C Seater / Sleeper (2+1),21:20,05h 30m,02:50,Kothapet,3 to 4,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
155,Hyderabad,Kurnool,Sri Balaji Transports,2500.0,3.5,8 Seats available,A/C Sleeper (2+1),21:20,05h 40m,03:00,Nampally,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
156,Hyderabad,Kurnool,IVR Tours and Travels,590.0,4.1,14 Seats available,Non A/C Seater / Sleeper (2+1),21:20,05h 40m,03:00,Tolichowki,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
157,Hyderabad,Kurnool,Indu Travels,400.0,3.6,39 Seats available,Non A/C Seater / Sleeper (2+1),21:20,05h 40m,03:00,Malakpet,3 to 4,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
158,Hyderabad,Kurnool,BABA TRAVELS,3000.0,4.1,14 Seats available,NON A/C Sleeper (2+1),21:25,05h 05m,02:30,Gachibowli,4 to 5,3000 Above,AC Sleeper,Non A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
159,Hyderabad,Kurnool,AR & BCVR Travels,600.0,3.3,28 Seats available,A/C Seater / Sleeper (2+1),21:30,04h 30m,02:00,Vanasthalipuram,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
160,Hyderabad,Kurnool,Indu Travels,800.0,3.6,30 Seats available,A/C Sleeper (2+1),21:30,05h 00m,02:30,Gachibowli,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
161,Hyderabad,Kurnool,AR & BCVR Travels,600.0,3.4,14 Seats available,Non A/C Seater / Sleeper (2+1),21:30,06h 00m,03:30,LB Nagar,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
162,Hyderabad,Kurnool,AVM Tours And Travels,510.0,4.1,28 Seats available,Non A/C Seater / Sleeper (2+1),21:30,04h 15m,01:45,Kachiguda,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,01:00 - 02:00,Hyderabad to Kurnool
163,Hyderabad,Kurnool,Sri Krishna Travels,900.0,3.6,24 Seats available,A/C Sleeper (2+1),21:30,05h 00m,02:30,Kachiguda,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
164,Hyderabad,Kurnool,BHAIRAVA TOURS AND TRAVELS,399.0,3.1,23 Seats available,Non A/C Seater / Sleeper (2+1),21:30,05h 10m,02:40,Kachiguda,3 to 4,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
165,Hyderabad,Kurnool,AR & BCVR Travels,600.0,3.1,17 Seats available,Non A/C Seater / Sleeper (2+1),21:30,04h 30m,02:00,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
166,Hyderabad,Kurnool,KMR Travels,399.0,4.0,21 Seats available,Non A/C Seater / Sleeper (2+1),21:30,04h 45m,02:15,Miyapur,4 to 5,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
167,Hyderabad,Kurnool,SRS Travels,750.0,4.0,21 Seats available,NON AC Seater / Sleeper 2+1,21:30,03h 30m,01:00,Kachiguda,4 to 5,below 1000,Other,Non A/C,Sleeper,21:00 - 22:00,01:00 - 02:00,Hyderabad to Kurnool
168,Hyderabad,Kurnool,AMALA TRAVELS,450.0,3.0,5 Seats available,Non A/C Seater / Sleeper (2+1),21:40,04h 50m,02:30,Nampally,3 to 4,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
169,Hyderabad,Kurnool,Srinivasa Travels,550.0,3.9,24 Seats available,NON A/C Executive (2+1),21:40,05h 30m,03:10,Kukatpally,3 to 4,below 1000,Other,Non A/C,Other,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
170,Hyderabad,Kurnool,GreenLine Travels And Holidays,1249.0,4.1,20 Seats available,VE A/C Sleeper (2+1),21:45,04h 15m,02:00,lakdi ka pool,4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
171,Hyderabad,Kurnool,Matangi Travels,949.0,3.9,16 Seats available,Non A/C Seater / Sleeper (2+1),21:45,04h 05m,01:50,Nampally,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,01:00 - 02:00,Hyderabad to Kurnool
172,Hyderabad,Kurnool,IRA Travels,1199.0,3.6,20 Seats available,A/C Sleeper (2+1),21:45,03h 15m,01:00,GACHHIBOWLI(VAN PICKUP),3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,01:00 - 02:00,Hyderabad to Kurnool
173,Hyderabad,Kurnool,AR & BCVR Travels,700.0,4.2,25 Seats available,NON A/C Sleeper (2+1),21:45,05h 45m,03:30,Bala Nagar,4 to 5,below 1000,AC Sleeper,Non A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
174,Hyderabad,Kurnool,IRA Travels,1399.0,4.2,13 Seats available,A/C Sleeper (2+1),21:45,03h 15m,01:00,Mehdipatnam,4 to 5,1000 to 3000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,01:00 - 02:00,Hyderabad to Kurnool
175,Hyderabad,Kurnool,Indu Travels,400.0,4.2,20 Seats available,Non A/C Seater / Sleeper (2+1),21:45,05h 15m,03:00,Kachiguda,4 to 5,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
176,Hyderabad,Kurnool,Sri Balaji Transports,600.0,3.0,28 Seats available,A/C Seater / Sleeper (2+1),21:50,05h 10m,03:00,Erragadda,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
177,Hyderabad,Kurnool,Sri Balaji Transports,1300.0,3.8,24 Seats available,A/C Sleeper (2+1),21:50,05h 10m,03:00,Beeramguda,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
178,Hyderabad,Kurnool,Sri Balaji Transports,799.0,4.2,30 Seats available,A/C Sleeper (2+1),21:50,05h 10m,03:00,Kkbuss Hyd Off ( Kachiguda ),4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
179,Hyderabad,Kurnool,Matangi Travels,371.0,3.6,22 Seats available,Non A/C Seater / Sleeper (2+1),21:50,04h 00m,01:50,KPHB,3 to 4,others,AC Sleeper,A/C,Sleeper,21:00 - 22:00,01:00 - 02:00,Hyderabad to Kurnool
180,Hyderabad,Kurnool,Jihan luxury travels,2340.0,3.5,21 Seats available,Volvo A/C Sleeper (2+1),21:50,04h 00m,01:50,Kukatpally,3 to 4,1000 to 3000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,01:00 - 02:00,Hyderabad to Kurnool
181,Hyderabad,Kurnool,Sri Balaji Transports,799.0,4.0,26 Seats available,A/C Sleeper (2+1),21:50,05h 40m,03:30,Miyapur,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
182,Hyderabad,Kurnool,Dwaraka Travels,550.0,3.8,34 Seats available,Non AC Seater (2+2),21:50,05h 41m,03:31,Jeedimetla,3 to 4,below 1000,Other,A/C,Seater,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
183,Hyderabad,Kurnool,Madhavi Travels,550.0,3.6,12 Seats available,Non A/C Seater / Sleeper (2+1),21:50,04h 10m,02:00,Kachiguda,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,02:00 - 03:00,Hyderabad to Kurnool
184,Hyderabad,Kurnool,MPT(MUKYAPRANA TRAVELS),800.0,4.0,14 Seats available,A/C Sleeper (2+1),21:55,06h 35m,04:30,Miyapur,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,04:00 - 05:00,Hyderabad to Kurnool
185,Hyderabad,Kurnool,Srinivasa Travels,800.0,3.5,32 Seats available,A/C Sleeper (2+1),21:55,05h 35m,03:30,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,21:00 - 22:00,03:00 - 04:00,Hyderabad to Kurnool
186,Hyderabad,Kurnool,Maahi Metro,699.0,3.8,24 Seats available,A/C Sleeper (2+1),22:00,05h 01m,03:01,Vanasthalipuram,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,03:00 - 04:00,Hyderabad to Kurnool
187,Hyderabad,Kurnool,Indu Travels,500.0,3.3,28 Seats available,Non A/C Seater / Sleeper (2+1),22:00,05h 00m,03:00,Kachiguda,3 to 4,others,AC Sleeper,A/C,Sleeper,22:00 - 23:00,03:00 - 04:00,Hyderabad to Kurnool
188,Hyderabad,Kurnool,Aditya Logistics,850.0,4.2,20 Seats available,A/C Sleeper (2+1),22:00,03h 30m,01:30,Miyapur,4 to 5,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,01:00 - 02:00,Hyderabad to Kurnool
189,Hyderabad,Kurnool,KK Travels,750.0,4.2,14 Seats available,A/C Sleeper (2+1),22:00,05h 40m,03:40,JBS (Jublee Bus Stand),4 to 5,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,03:00 - 04:00,Hyderabad to Kurnool
190,Hyderabad,Kurnool,National travels,810.0,3.8,22 Seats available,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00,03h 45m,01:45,Miyapur,3 to 4,below 1000,AC Sleeper,A/C,Sleeper,22:00 - 23:00,01:00 - 02:00,Hyderabad to Kurnool
