,Names,Bus_fare,Ratings,Seats,Bus_types,Starting_time,Duration,Ending_time,Starting_point
1122,Suraj Travel And Cargo Services,1295,4.3,34 Seats available,Bharat Benz A/C Seater /Sleeper (2+1),01:20,01h 25m,02:45,Bhaiya travels
1123,Suraj Travel And Cargo Services,1203,4.3,38 Seats available,A/C Seater / Sleeper (2+1),01:30,01h 45m,03:15,Kishangarh
1124,Mahadev Travels(pipar),INR 1714.29,4.2,36 Seats available,AC Sleeper (2+1),18:46,02h 30m,21:16,Makrana choraha bypass
1125,VGO BUS,INR 599,4.1,31 Seats available,VE A/C Seater / Sleeper (2+1),03:00,01h 30m,04:30,Makrana choraha bypass
1126,Mahaveer Travels (M.T.A),934,4.1,38 Seats available,A/C Sleeper (2+1),05:50,01h 35m,07:25,New Bus Stand _Shrinath Travels
1127,Humsafar Travels,INR 850,4.0,38 Seats available,A/C Seater / Sleeper (2+1),08:30,02h 00m,10:30,
1128,METRO RAJLAXMI TRAVELS,INR 428.57,3.9,17 Seats available,A/C Sleeper (2+1),05:46,00h 55m,06:41,
1129,Jain travels regd,INR 250,3.9,,NON AC Seater / Sleeper 2+1,15:45,02h 45m,18:30,
1130,Jain travels regd,INR 1600,3.9,,AC Sleeper (2+1),19:50,02h 25m,22:15,
1131,Jain travels regd,INR 450,3.9,,NON AC Seater / Sleeper 2+1,23:54,01h 56m,01:50,
1132,Jain travels regd,INR 250,3.9,,NON AC Seater / Sleeper 2+1,23:15,02h 00m,01:15,
